"trap.station","type.of.hits","hit_type_plant","Species","Sp_Pin_Hits","Treatment","Block","Date"
"4F","1st","","x_7",NA,"C","C","20090623"
"4F","1st","","x_8",NA,"C","C","20090623"
"4D","1st","","bracharia.lacnantha",9,"C","C","20090623"
"4D","1st","","lintonia.nutans",NA,"C","C","20090623"
"4D","1st","","pennisetum.mezianum",NA,"C","C","20090623"
"4D","1st","","pennisetum.straminium",2,"C","C","20090623"
"4D","1st","","themeda.triandra",NA,"C","C","20090623"
"4D","1st","","bare",1,"C","C","20090623"
"4D","1st","","x_2",NA,"C","C","20090623"
"4D","1st","","aristida.kenyensis",NA,"C","C","20090623"
"4D","1st","","bothriochloa.insculpta",NA,"C","C","20090623"
"4D","1st","","bracharia.3",NA,"C","C","20090623"
"4D","1st","","bracharia.eruciformis",NA,"C","C","20090623"
"4D","1st","","chloris.sp",NA,"C","C","20090623"
"4D","1st","","cynodon.dactylon",NA,"C","C","20090623"
"4D","1st","","cynodon.plectostachyus",NA,"C","C","20090623"
"4D","1st","","cyperus...mariscus.spp",NA,"C","C","20090623"
"4D","1st","","digitaria.2",NA,"C","C","20090623"
"4D","1st","","digitaria.milanjiana",NA,"C","C","20090623"
"4D","1st","","dinebra.retroflexa",NA,"C","C","20090623"
"4D","1st","","eragrostis.tenuifolia",NA,"C","C","20090623"
"4D","1st","","harpachne.schimperi",NA,"C","C","20090623"
"4D","1st","","microchloa.kunthii",NA,"C","C","20090623"
"4D","1st","","panicum.astrosanguinum",NA,"C","C","20090623"
"4D","1st","","setaria.acromelaena..small.",NA,"C","C","20090623"
"4D","1st","","setaria.sphaecealata..big.",NA,"C","C","20090623"
"4D","1st","","sporobolus.pyramidalis",NA,"C","C","20090623"
"4D","1st","","tragus.berteronianus",NA,"C","C","20090623"
"4D","1st","","x_3",NA,"C","C","20090623"
"4D","1st","","acalypha.crenata",NA,"C","C","20090623"
"4D","1st","","aerva.lanata",NA,"C","C","20090623"
"4D","1st","","amaranthus.hibridus",NA,"C","C","20090623"
"4D","1st","","aspilia.pluriseta",NA,"C","C","20090623"
"4D","1st","","asterolinon.adoense..v.",NA,"C","C","20090623"
"4D","1st","","caralluma.acutangula",NA,"C","C","20090623"
"4D","1st","","chenopodium.opulifolium",NA,"C","C","20090623"
"4D","1st","","chenopodium.schraderianum",NA,"C","C","20090623"
"4D","1st","","commelina.spp",NA,"C","C","20090623"
"4D","1st","","commicarpus.pedunculosus",NA,"C","C","20090623"
"4D","1st","","conyza.sp",NA,"C","C","20090623"
"4D","1st","","corchorus.sp",NA,"C","C","20090623"
"4D","1st","","crotelaria.sp",NA,"C","C","20090623"
"4D","1st","","cyathula.orthacantha",NA,"C","C","20090623"
"4D","1st","","dyscoriste.radicans",NA,"C","C","20090623"
"4D","1st","","euphorbia.inaequilatera",NA,"C","C","20090623"
"4D","1st","","evolvulus.alsinoides",NA,"C","C","20090623"
"4D","1st","","fern",NA,"C","C","20090623"
"4D","1st","","gutenbergia.sp",NA,"C","C","20090623"
"4D","1st","","hermannia.uhligii",NA,"C","C","20090623"
"4D","1st","","hibiscus.flavifolius",NA,"C","C","20090623"
"4D","1st","","hibiscus.trionum",NA,"C","C","20090623"
"4D","1st","","indigofera.brevicalyx",NA,"C","C","20090623"
"4D","1st","","indigofera.schimperi",NA,"C","C","20090623"
"4D","1st","","ipomea.sinensis",NA,"C","C","20090623"
"4D","1st","","justicia.dichipteroides",NA,"C","C","20090623"
"4D","1st","","k",NA,"C","C","20090623"
"4D","1st","","kyllinga.sp",NA,"C","C","20090623"
"4D","1st","","leucas.glabrata",NA,"C","C","20090623"
"4D","1st","","leucas.martiniscensis",NA,"C","C","20090623"
"4D","1st","","lily.a",NA,"C","C","20090623"
"4D","1st","","lily.b",NA,"C","C","20090623"
"4D","1st","","lippia.javanica",NA,"C","C","20090623"
"4D","1st","","melhania.spp.",NA,"C","C","20090623"
"4D","1st","","misopates.orontium",NA,"C","C","20090623"
"4D","1st","","mollugo.nudicaulis",NA,"C","C","20090623"
"4D","1st","","monechima.debile",NA,"C","C","20090623"
"4D","1st","","monsonia.augustifolia",NA,"C","C","20090623"
"4D","1st","","ocimum.sp",NA,"C","C","20090623"
"4D","1st","","osteospermum.vaillantii",NA,"C","C","20090623"
"4D","1st","","oxygonum.sinuatum",NA,"C","C","20090623"
"4D","1st","","pavonia.patens",NA,"C","C","20090623"
"4D","1st","","pelargonium.alchemilloides",NA,"C","C","20090623"
"4D","1st","","pentanisia.ouranogyne",NA,"C","C","20090623"
"4D","1st","","phyllanthus.maderaspatensis",NA,"C","C","20090623"
"4D","1st","","plectranthus.spp",NA,"C","C","20090623"
"4D","1st","","pollichia.campestris",NA,"C","C","20090623"
"4D","1st","","polygala..l.",NA,"C","C","20090623"
"4D","1st","","polygala.sphenoptera",NA,"C","C","20090623"
"4D","1st","","portulaca.oleracea",NA,"C","C","20090623"
"4D","1st","","portulaca.quadrifida",NA,"C","C","20090623"
"4D","1st","","pseudognaphalium..helichrysum.glumaceum.",NA,"C","C","20090623"
"4D","1st","","psilotrichum.schimperi",NA,"C","C","20090623"
"4D","1st","","rhinacanthus.ndorensis",NA,"C","C","20090623"
"4D","1st","","rhynchosia.holstii",NA,"C","C","20090623"
"4D","1st","","schkuhria.pinnata",NA,"C","C","20090623"
"4D","1st","","sida.2",NA,"C","C","20090623"
"4D","1st","","sida.cuneifolia",NA,"C","C","20090623"
"4D","1st","","solanum.incanum",NA,"C","C","20090623"
"4D","1st","","solanum.indicum",NA,"C","C","20090623"
"4D","1st","","tribulus.terrestris",NA,"C","C","20090623"
"4D","1st","","u",NA,"C","C","20090623"
"4D","1st","","w",NA,"C","C","20090623"
"4D","1st","","x_4",NA,"C","C","20090623"
"4D","1st","","x_5",NA,"C","C","20090623"
"4D","1st","","x_6",NA,"C","C","20090623"
"4D","1st","","x_7",NA,"C","C","20090623"
"4D","1st","","x_8",NA,"C","C","20090623"
"4B","1st","","bracharia.lacnantha",5,"C","C","20090623"
"4B","1st","","lintonia.nutans",NA,"C","C","20090623"
"4B","1st","","pennisetum.mezianum",NA,"C","C","20090623"
"4B","1st","","pennisetum.straminium",2,"C","C","20090623"
"4B","1st","","themeda.triandra",NA,"C","C","20090623"
"4B","1st","","bare",4,"C","C","20090623"
"4B","1st","","x_2",NA,"C","C","20090623"
"4B","1st","","aristida.kenyensis",NA,"C","C","20090623"
"4B","1st","","bothriochloa.insculpta",NA,"C","C","20090623"
"4B","1st","","bracharia.3",NA,"C","C","20090623"
"4B","1st","","bracharia.eruciformis",NA,"C","C","20090623"
"4B","1st","","chloris.sp",NA,"C","C","20090623"
"4B","1st","","cynodon.dactylon",NA,"C","C","20090623"
"4B","1st","","cynodon.plectostachyus",NA,"C","C","20090623"
"4B","1st","","cyperus...mariscus.spp",NA,"C","C","20090623"
"4B","1st","","digitaria.2",NA,"C","C","20090623"
"4B","1st","","digitaria.milanjiana",NA,"C","C","20090623"
"4B","1st","","dinebra.retroflexa",NA,"C","C","20090623"
"4B","1st","","eragrostis.tenuifolia",NA,"C","C","20090623"
"4B","1st","","harpachne.schimperi",NA,"C","C","20090623"
"4B","1st","","microchloa.kunthii",NA,"C","C","20090623"
"4B","1st","","panicum.astrosanguinum",NA,"C","C","20090623"
"4B","1st","","setaria.acromelaena..small.",NA,"C","C","20090623"
"4B","1st","","setaria.sphaecealata..big.",NA,"C","C","20090623"
"4B","1st","","sporobolus.pyramidalis",NA,"C","C","20090623"
"4B","1st","","tragus.berteronianus",NA,"C","C","20090623"
"4B","1st","","x_3",NA,"C","C","20090623"
"4B","1st","","acalypha.crenata",NA,"C","C","20090623"
"4B","1st","","aerva.lanata",NA,"C","C","20090623"
"4B","1st","","amaranthus.hibridus",NA,"C","C","20090623"
"4B","1st","","aspilia.pluriseta",NA,"C","C","20090623"
"4B","1st","","asterolinon.adoense..v.",NA,"C","C","20090623"
"4B","1st","","caralluma.acutangula",NA,"C","C","20090623"
"4B","1st","","chenopodium.opulifolium",NA,"C","C","20090623"
"4B","1st","","chenopodium.schraderianum",NA,"C","C","20090623"
"4B","1st","","commelina.spp",NA,"C","C","20090623"
"4B","1st","","commicarpus.pedunculosus",NA,"C","C","20090623"
"4B","1st","","conyza.sp",NA,"C","C","20090623"
"4B","1st","","corchorus.sp",NA,"C","C","20090623"
"4B","1st","","crotelaria.sp",NA,"C","C","20090623"
"4B","1st","","cyathula.orthacantha",NA,"C","C","20090623"
"4B","1st","","dyscoriste.radicans",NA,"C","C","20090623"
"4B","1st","","euphorbia.inaequilatera",NA,"C","C","20090623"
"4B","1st","","evolvulus.alsinoides",NA,"C","C","20090623"
"4B","1st","","fern",NA,"C","C","20090623"
"4B","1st","","gutenbergia.sp",NA,"C","C","20090623"
"4B","1st","","hermannia.uhligii",NA,"C","C","20090623"
"4B","1st","","hibiscus.flavifolius",NA,"C","C","20090623"
"4B","1st","","hibiscus.trionum",NA,"C","C","20090623"
"4B","1st","","indigofera.brevicalyx",NA,"C","C","20090623"
"4B","1st","","indigofera.schimperi",NA,"C","C","20090623"
"4B","1st","","ipomea.sinensis",NA,"C","C","20090623"
"4B","1st","","justicia.dichipteroides",NA,"C","C","20090623"
"4B","1st","","k",NA,"C","C","20090623"
"4B","1st","","kyllinga.sp",NA,"C","C","20090623"
"4B","1st","","leucas.glabrata",NA,"C","C","20090623"
"4B","1st","","leucas.martiniscensis",NA,"C","C","20090623"
"4B","1st","","lily.a",NA,"C","C","20090623"
"4B","1st","","lily.b",NA,"C","C","20090623"
"4B","1st","","lippia.javanica",NA,"C","C","20090623"
"4B","1st","","melhania.spp.",NA,"C","C","20090623"
"4B","1st","","misopates.orontium",NA,"C","C","20090623"
"4B","1st","","mollugo.nudicaulis",NA,"C","C","20090623"
"4B","1st","","monechima.debile",NA,"C","C","20090623"
"4B","1st","","monsonia.augustifolia",NA,"C","C","20090623"
"4B","1st","","ocimum.sp",NA,"C","C","20090623"
"4B","1st","","osteospermum.vaillantii",NA,"C","C","20090623"
"4B","1st","","oxygonum.sinuatum",NA,"C","C","20090623"
"4B","1st","","pavonia.patens",NA,"C","C","20090623"
"4B","1st","","pelargonium.alchemilloides",NA,"C","C","20090623"
"4B","1st","","pentanisia.ouranogyne",NA,"C","C","20090623"
"4B","1st","","phyllanthus.maderaspatensis",NA,"C","C","20090623"
"4B","1st","","plectranthus.spp",NA,"C","C","20090623"
"4B","1st","","pollichia.campestris",NA,"C","C","20090623"
"4B","1st","","polygala..l.",NA,"C","C","20090623"
"4B","1st","","polygala.sphenoptera",NA,"C","C","20090623"
"4B","1st","","portulaca.oleracea",NA,"C","C","20090623"
"4B","1st","","portulaca.quadrifida",NA,"C","C","20090623"
"4B","1st","","pseudognaphalium..helichrysum.glumaceum.",NA,"C","C","20090623"
"4B","1st","","psilotrichum.schimperi",NA,"C","C","20090623"
"4B","1st","","rhinacanthus.ndorensis",NA,"C","C","20090623"
"4B","1st","","rhynchosia.holstii",NA,"C","C","20090623"
"4B","1st","","schkuhria.pinnata",NA,"C","C","20090623"
"4B","1st","","sida.2",NA,"C","C","20090623"
"4B","1st","","sida.cuneifolia",NA,"C","C","20090623"
"4B","1st","","solanum.incanum",NA,"C","C","20090623"
"4B","1st","","solanum.indicum",NA,"C","C","20090623"
"4B","1st","","tribulus.terrestris",NA,"C","C","20090623"
"4B","1st","","u",NA,"C","C","20090623"
"4B","1st","","w",NA,"C","C","20090623"
"4B","1st","","x_4",NA,"C","C","20090623"
"4B","1st","","x_5",NA,"C","C","20090623"
"4B","1st","","x_6",NA,"C","C","20090623"
"4B","1st","","x_7",NA,"C","C","20090623"
"4B","1st","","x_8",NA,"C","C","20090623"
"5A","1st","","bracharia.lacnantha",NA,"C","C","20090623"
"5A","1st","","lintonia.nutans",NA,"C","C","20090623"
"5A","1st","","pennisetum.mezianum",NA,"C","C","20090623"
"5A","1st","","pennisetum.straminium",NA,"C","C","20090623"
"5A","1st","","themeda.triandra",NA,"C","C","20090623"
"5A","1st","","bare",5,"C","C","20090623"
"5A","1st","","x_2",NA,"C","C","20090623"
"5A","1st","","aristida.kenyensis",NA,"C","C","20090623"
"5A","1st","","bothriochloa.insculpta",NA,"C","C","20090623"
"5A","1st","","bracharia.3",NA,"C","C","20090623"
"5A","1st","","bracharia.eruciformis",NA,"C","C","20090623"
"5A","1st","","chloris.sp",NA,"C","C","20090623"
"5A","1st","","cynodon.dactylon",NA,"C","C","20090623"
"5A","1st","","cynodon.plectostachyus",NA,"C","C","20090623"
"5A","1st","","cyperus...mariscus.spp",NA,"C","C","20090623"
"5A","1st","","digitaria.2",NA,"C","C","20090623"
"5A","1st","","digitaria.milanjiana",NA,"C","C","20090623"
"5A","1st","","dinebra.retroflexa",NA,"C","C","20090623"
"5A","1st","","eragrostis.tenuifolia",NA,"C","C","20090623"
"5A","1st","","harpachne.schimperi",NA,"C","C","20090623"
"5A","1st","","microchloa.kunthii",NA,"C","C","20090623"
"5A","1st","","panicum.astrosanguinum",NA,"C","C","20090623"
"5A","1st","","setaria.acromelaena..small.",NA,"C","C","20090623"
"5A","1st","","setaria.sphaecealata..big.",NA,"C","C","20090623"
"5A","1st","","sporobolus.pyramidalis",NA,"C","C","20090623"
"5A","1st","","tragus.berteronianus",NA,"C","C","20090623"
"5A","1st","","x_3",NA,"C","C","20090623"
"5A","1st","","acalypha.crenata",NA,"C","C","20090623"
"5A","1st","","aerva.lanata",NA,"C","C","20090623"
"5A","1st","","amaranthus.hibridus",NA,"C","C","20090623"
"5A","1st","","aspilia.pluriseta",NA,"C","C","20090623"
"5A","1st","","asterolinon.adoense..v.",NA,"C","C","20090623"
"5A","1st","","caralluma.acutangula",NA,"C","C","20090623"
"5A","1st","","chenopodium.opulifolium",NA,"C","C","20090623"
"5A","1st","","chenopodium.schraderianum",NA,"C","C","20090623"
"5A","1st","","commelina.spp",NA,"C","C","20090623"
"5A","1st","","commicarpus.pedunculosus",NA,"C","C","20090623"
"5A","1st","","conyza.sp",NA,"C","C","20090623"
"5A","1st","","corchorus.sp",NA,"C","C","20090623"
"5A","1st","","crotelaria.sp",NA,"C","C","20090623"
"5A","1st","","cyathula.orthacantha",NA,"C","C","20090623"
"5A","1st","","dyscoriste.radicans",NA,"C","C","20090623"
"5A","1st","","euphorbia.inaequilatera",NA,"C","C","20090623"
"5A","1st","","evolvulus.alsinoides",NA,"C","C","20090623"
"5A","1st","","fern",NA,"C","C","20090623"
"5A","1st","","gutenbergia.sp",NA,"C","C","20090623"
"5A","1st","","hermannia.uhligii",NA,"C","C","20090623"
"5A","1st","","hibiscus.flavifolius",NA,"C","C","20090623"
"5A","1st","","hibiscus.trionum",NA,"C","C","20090623"
"5A","1st","","indigofera.brevicalyx",NA,"C","C","20090623"
"5A","1st","","indigofera.schimperi",NA,"C","C","20090623"
"5A","1st","","ipomea.sinensis",NA,"C","C","20090623"
"5A","1st","","justicia.dichipteroides",NA,"C","C","20090623"
"5A","1st","","k",NA,"C","C","20090623"
"5A","1st","","kyllinga.sp",NA,"C","C","20090623"
"5A","1st","","leucas.glabrata",NA,"C","C","20090623"
"5A","1st","","leucas.martiniscensis",NA,"C","C","20090623"
"5A","1st","","lily.a",NA,"C","C","20090623"
"5A","1st","","lily.b",NA,"C","C","20090623"
"5A","1st","","lippia.javanica",NA,"C","C","20090623"
"5A","1st","","melhania.spp.",NA,"C","C","20090623"
"5A","1st","","misopates.orontium",NA,"C","C","20090623"
"5A","1st","","mollugo.nudicaulis",NA,"C","C","20090623"
"5A","1st","","monechima.debile",NA,"C","C","20090623"
"5A","1st","","monsonia.augustifolia",NA,"C","C","20090623"
"5A","1st","","ocimum.sp",NA,"C","C","20090623"
"5A","1st","","osteospermum.vaillantii",NA,"C","C","20090623"
"5A","1st","","oxygonum.sinuatum",NA,"C","C","20090623"
"5A","1st","","pavonia.patens",NA,"C","C","20090623"
"5A","1st","","pelargonium.alchemilloides",NA,"C","C","20090623"
"5A","1st","","pentanisia.ouranogyne",NA,"C","C","20090623"
"5A","1st","","phyllanthus.maderaspatensis",NA,"C","C","20090623"
"5A","1st","","plectranthus.spp",NA,"C","C","20090623"
"5A","1st","","pollichia.campestris",NA,"C","C","20090623"
"5A","1st","","polygala..l.",NA,"C","C","20090623"
"5A","1st","","polygala.sphenoptera",NA,"C","C","20090623"
"5A","1st","","portulaca.oleracea",NA,"C","C","20090623"
"5A","1st","","portulaca.quadrifida",NA,"C","C","20090623"
"5A","1st","","pseudognaphalium..helichrysum.glumaceum.",NA,"C","C","20090623"
"5A","1st","","psilotrichum.schimperi",NA,"C","C","20090623"
"5A","1st","","rhinacanthus.ndorensis",NA,"C","C","20090623"
"5A","1st","","rhynchosia.holstii",NA,"C","C","20090623"
"5A","1st","","schkuhria.pinnata",NA,"C","C","20090623"
"5A","1st","","sida.2",NA,"C","C","20090623"
"5A","1st","","sida.cuneifolia",NA,"C","C","20090623"
"5A","1st","","solanum.incanum",NA,"C","C","20090623"
"5A","1st","","solanum.indicum",NA,"C","C","20090623"
"5A","1st","","tribulus.terrestris",NA,"C","C","20090623"
"5A","1st","","u",NA,"C","C","20090623"
"5A","1st","","w",NA,"C","C","20090623"
"5A","1st","","x_4",NA,"C","C","20090623"
"5A","1st","","x_5",NA,"C","C","20090623"
"5A","1st","","x_6",NA,"C","C","20090623"
"5A","1st","","x_7",NA,"C","C","20090623"
"5A","1st","","x_8",NA,"C","C","20090623"
"5C","1st","","bracharia.lacnantha",NA,"C","C","20090623"
"5C","1st","","lintonia.nutans",NA,"C","C","20090623"
"5C","1st","","pennisetum.mezianum",NA,"C","C","20090623"
"5C","1st","","pennisetum.straminium",NA,"C","C","20090623"
"5C","1st","","themeda.triandra",NA,"C","C","20090623"
"5C","1st","","bare",4,"C","C","20090623"
"5C","1st","","x_2",NA,"C","C","20090623"
"5C","1st","","aristida.kenyensis",NA,"C","C","20090623"
"5C","1st","","bothriochloa.insculpta",NA,"C","C","20090623"
"5C","1st","","bracharia.3",NA,"C","C","20090623"
"5C","1st","","bracharia.eruciformis",NA,"C","C","20090623"
"5C","1st","","chloris.sp",NA,"C","C","20090623"
"5C","1st","","cynodon.dactylon",NA,"C","C","20090623"
"5C","1st","","cynodon.plectostachyus",NA,"C","C","20090623"
"5C","1st","","cyperus...mariscus.spp",NA,"C","C","20090623"
"5C","1st","","digitaria.2",NA,"C","C","20090623"
"5C","1st","","digitaria.milanjiana",NA,"C","C","20090623"
"5C","1st","","dinebra.retroflexa",NA,"C","C","20090623"
"5C","1st","","eragrostis.tenuifolia",NA,"C","C","20090623"
"5C","1st","","harpachne.schimperi",NA,"C","C","20090623"
"5C","1st","","microchloa.kunthii",NA,"C","C","20090623"
"5C","1st","","panicum.astrosanguinum",NA,"C","C","20090623"
"5C","1st","","setaria.acromelaena..small.",NA,"C","C","20090623"
"5C","1st","","setaria.sphaecealata..big.",NA,"C","C","20090623"
"5C","1st","","sporobolus.pyramidalis",NA,"C","C","20090623"
"5C","1st","","tragus.berteronianus",NA,"C","C","20090623"
"5C","1st","","x_3",NA,"C","C","20090623"
"5C","1st","","acalypha.crenata",NA,"C","C","20090623"
"5C","1st","","aerva.lanata",NA,"C","C","20090623"
"5C","1st","","amaranthus.hibridus",NA,"C","C","20090623"
"5C","1st","","aspilia.pluriseta",NA,"C","C","20090623"
"5C","1st","","asterolinon.adoense..v.",NA,"C","C","20090623"
"5C","1st","","caralluma.acutangula",NA,"C","C","20090623"
"5C","1st","","chenopodium.opulifolium",NA,"C","C","20090623"
"5C","1st","","chenopodium.schraderianum",NA,"C","C","20090623"
"5C","1st","","commelina.spp",NA,"C","C","20090623"
"5C","1st","","commicarpus.pedunculosus",NA,"C","C","20090623"
"5C","1st","","conyza.sp",NA,"C","C","20090623"
"5C","1st","","corchorus.sp",NA,"C","C","20090623"
"5C","1st","","crotelaria.sp",NA,"C","C","20090623"
"5C","1st","","cyathula.orthacantha",NA,"C","C","20090623"
"5C","1st","","dyscoriste.radicans",NA,"C","C","20090623"
"5C","1st","","euphorbia.inaequilatera",NA,"C","C","20090623"
"5C","1st","","evolvulus.alsinoides",NA,"C","C","20090623"
"5C","1st","","fern",NA,"C","C","20090623"
"5C","1st","","gutenbergia.sp",NA,"C","C","20090623"
"5C","1st","","hermannia.uhligii",NA,"C","C","20090623"
"5C","1st","","hibiscus.flavifolius",NA,"C","C","20090623"
"5C","1st","","hibiscus.trionum",NA,"C","C","20090623"
"5C","1st","","indigofera.brevicalyx",NA,"C","C","20090623"
"5C","1st","","indigofera.schimperi",NA,"C","C","20090623"
"5C","1st","","ipomea.sinensis",NA,"C","C","20090623"
"5C","1st","","justicia.dichipteroides",NA,"C","C","20090623"
"5C","1st","","k",NA,"C","C","20090623"
"5C","1st","","kyllinga.sp",NA,"C","C","20090623"
"5C","1st","","leucas.glabrata",NA,"C","C","20090623"
"5C","1st","","leucas.martiniscensis",NA,"C","C","20090623"
"5C","1st","","lily.a",NA,"C","C","20090623"
"5C","1st","","lily.b",NA,"C","C","20090623"
"5C","1st","","lippia.javanica",NA,"C","C","20090623"
"5C","1st","","melhania.spp.",NA,"C","C","20090623"
"5C","1st","","misopates.orontium",NA,"C","C","20090623"
"5C","1st","","mollugo.nudicaulis",NA,"C","C","20090623"
"5C","1st","","monechima.debile",NA,"C","C","20090623"
"5C","1st","","monsonia.augustifolia",NA,"C","C","20090623"
"5C","1st","","ocimum.sp",NA,"C","C","20090623"
"5C","1st","","osteospermum.vaillantii",NA,"C","C","20090623"
"5C","1st","","oxygonum.sinuatum",NA,"C","C","20090623"
"5C","1st","","pavonia.patens",NA,"C","C","20090623"
"5C","1st","","pelargonium.alchemilloides",NA,"C","C","20090623"
"5C","1st","","pentanisia.ouranogyne",NA,"C","C","20090623"
"5C","1st","","phyllanthus.maderaspatensis",NA,"C","C","20090623"
